# time   X(t)     Y(t)      Z(t) 
 44.59   5.051    8.146    15.448
 44.60   5.361    8.698    15.447
 44.61   5.694    9.284    15.502
 44.62   6.053    9.903    15.617
 44.63   6.438   10.554    15.800
 44.64   6.850   11.234    16.058
 44.65   7.288   11.939    16.399
 44.66   7.753   12.665    16.832
 44.67   8.245   13.405    17.365
 44.68   8.761   14.147    18.007
 44.69   9.299   14.881    18.767
 44.70   9.858   15.591    19.650
 44.71  10.431   16.258    20.663
 44.72  11.014   16.861    21.808
 44.73  11.598   17.374    23.083
 44.74  12.176   17.771    24.483
 44.75  12.735   18.022    25.994
 44.76  13.264   18.097    27.596
 44.77  13.747   17.969    29.260
 44.78  14.170   17.617    30.950
 44.79  14.514   17.022    32.621
 44.80  14.765   16.181    34.222
 44.81  14.907   15.101    35.699
 44.82  14.926   13.802    36.998
 44.83  14.814   12.321    38.071
 44.84  14.564   10.706    38.881
 44.85  14.179    9.014    39.404
 44.86  13.662    7.307    39.631
 44.87  13.027    5.645    39.572
 44.88  12.289    4.081    39.253
 44.89  11.468    2.658    38.707
 44.90  10.587    1.403    37.980
 44.91   9.668    0.333    37.116
 44.92   8.735   -0.552    36.158
 44.93   7.806   -1.259    35.146
 44.94   6.900   -1.804    34.110
 44.95   6.029   -2.208    33.076
 44.96   5.205   -2.492    32.061
 44.97   4.436   -2.678    31.076
 44.98   3.724   -2.788    30.129
 44.99   3.073   -2.839    29.221
 45.00   2.482   -2.849    28.355
 45.01   1.949   -2.829    27.528
 45.02   1.471   -2.791    26.739
 45.03   1.045   -2.745    25.985
 45.04   0.666   -2.696    25.263
 45.05   0.330   -2.651    24.572
 45.06   0.032   -2.613    23.908
 45.07  -0.233   -2.586    23.269
 45.08  -0.468   -2.571    22.655
 45.09  -0.679   -2.571    22.063
 45.10  -0.868   -2.585    21.492
 45.11  -1.040   -2.616    20.941
 45.12  -1.197   -2.663    20.410
 45.13  -1.344   -2.727    19.897
 45.14  -1.482   -2.809    19.403
 45.15  -1.615   -2.908    18.928
 45.16  -1.744   -3.026    18.470
 45.17  -1.872   -3.161    18.030
 45.18  -2.001   -3.317    17.609
 45.19  -2.133   -3.491    17.205
 45.20  -2.269   -3.687    16.821
 45.21  -2.410   -3.903    16.456
 45.22  -2.560   -4.143    16.111
 45.23  -2.718   -4.405    15.788
 45.24  -2.887   -4.693    15.486
 45.25  -3.067   -5.008    15.209
 45.26  -3.261   -5.350    14.957
 45.27  -3.470   -5.722    14.733
 45.28  -3.695   -6.125    14.538
 45.29  -3.938   -6.561    14.377
 45.30  -4.201   -7.032    14.252
 45.31  -4.484   -7.539    14.167
 45.32  -4.789   -8.084    14.128
 45.33  -5.119   -8.668    14.138
 45.34  -5.474   -9.290    14.205
 45.35  -5.855   -9.953    14.334
 45.36  -6.265  -10.653    14.535
 45.37  -6.704  -11.390    14.815
 45.38  -7.173  -12.160    15.183
 45.39  -7.671  -12.958    15.651
 45.40  -8.200  -13.776    16.227
 45.41  -8.758  -14.603    16.924
 45.42  -9.342  -15.427    17.752
 45.43  -9.951  -16.231    18.720
 45.44 -10.579  -16.992    19.836
 45.45 -11.220  -17.686    21.104
 45.46 -11.867  -18.282    22.526
 45.47 -12.508  -18.749    24.094
 45.48 -13.132  -19.050    25.797
 45.49 -13.724  -19.149    27.611
 45.50 -14.267  -19.011    29.503
 45.51 -14.741  -18.606    31.428
 45.52 -15.128  -17.915    33.333
 45.53 -15.406  -16.929    35.154
 45.54 -15.559  -15.658    36.825
 45.55 -15.568  -14.128    38.279
 45.56 -15.424  -12.387    39.458
 45.57 -15.121  -10.495    40.316
 45.58 -14.658   -8.528    40.828
 45.59 -14.045   -6.563    40.989
 45.60 -13.297   -4.673    40.818
 45.61 -12.434   -2.922    40.351
 45.62 -11.483   -1.357    39.638
 45.63 -10.471   -0.007    38.737
 45.64  -9.424    1.118    37.704
 45.65  -8.370    2.021    36.594
 45.66  -7.331    2.720    35.449
 45.67  -6.326    3.239    34.304
 45.68  -5.369    3.605    33.184
 45.69  -4.472    3.848    32.106
 45.70  -3.640    3.993    31.078
 45.71  -2.877    4.065    30.104
 45.72  -2.182    4.085    29.184
 45.73  -1.556    4.070    28.316
 45.74  -0.993    4.034    27.498
 45.75  -0.491    3.989    26.725
 45.76  -0.043    3.942    25.992
 45.77   0.356    3.902    25.298
 45.78   0.711    3.873    24.637
 45.79   1.027    3.858    24.007
 45.80   1.310    3.860    23.407
 45.81   1.565    3.882    22.833
 45.82   1.797    3.924    22.285
 45.83   2.009    3.987    21.761
 45.84   2.207    4.073    21.261
 45.85   2.394    4.181    20.784
 45.86   2.572    4.312    20.330
 45.87   2.746    4.466    19.899
 45.88   2.918    4.644    19.491
 45.89   3.091    4.846    19.107
 45.90   3.266    5.072    18.747
 45.91   3.447    5.324    18.413
 45.92   3.635    5.601    18.105
 45.93   3.831    5.905    17.826
 45.94   4.039    6.235    17.577
 45.95   4.258    6.594    17.360
 45.96   4.492    6.981    17.178
 45.97   4.741    7.397    17.033
 45.98   5.006    7.843    16.930
 45.99   5.290    8.319    16.871
 46.00   5.593    8.825    16.861
 46.01   5.916    9.359    16.905
 46.02   6.260    9.922    17.008
 46.03   6.627   10.511    17.176
 46.04   7.015   11.123    17.414
 46.05   7.426   11.755    17.730
 46.06   7.859   12.400    18.130
 46.07   8.313   13.051    18.621
 46.08   8.787   13.701    19.209
 46.09   9.278   14.336    19.901
 46.10   9.784   14.944    20.700
 46.11  10.300   15.509    21.611
 46.12  10.821   16.012    22.632
 46.13  11.340   16.433    23.761
 46.14  11.849   16.749    24.991
 46.15  12.339   16.938    26.309
 46.16  12.799   16.977    27.697
 46.17  13.217   16.846    29.132
 46.18  13.580   16.528    30.581
 46.19  13.875   16.013    32.010
 46.20  14.088   15.296    33.378
 46.21  14.209   14.385    34.643
 46.22  14.227   13.297    35.764
 46.23  14.134   12.060    36.702
 46.24  13.927   10.710    37.427
 46.25  13.605    9.289    37.921
 46.26  13.173    7.847    38.173
 46.27  12.641    6.428    38.189
 46.28  12.019    5.076    37.983
 46.29  11.325    3.825    37.581
 46.30  10.575    2.702    37.012
 46.31   9.788    1.722    36.310
 46.32   8.981    0.891    35.511
 46.33   8.172    0.208    34.644
 46.34   7.376   -0.337    33.737
 46.35   6.604   -0.757    32.812
 46.36   5.868   -1.067    31.887
 46.37   5.175   -1.285    30.974
 46.38   4.529   -1.426    30.082
 46.39   3.933   -1.506    29.215
 46.40   3.389   -1.538    28.377
 46.41   2.897   -1.536    27.568
 46.42   2.453   -1.508    26.788
 46.43   2.057   -1.463    26.037
 46.44   1.705   -1.408    25.313
 46.45   1.394   -1.348    24.614
 46.46   1.120   -1.288    23.939
 46.47   0.879   -1.229    23.286
 46.48   0.668   -1.175    22.654
 46.49   0.484   -1.128    22.042
 46.50   0.323   -1.088    21.449
 46.51   0.182   -1.056    20.873
 46.52   0.058   -1.032    20.315
 46.53  -0.051   -1.018    19.772
 46.54  -0.148   -1.012    19.246
 46.55  -0.234   -1.015    18.734
 46.56  -0.312   -1.026    18.237
 46.57  -0.384   -1.046    17.754
 46.58  -0.450   -1.075    17.284
 46.59  -0.512   -1.113    16.828
 46.60  -0.572   -1.159    16.385
 46.61  -0.631   -1.214    15.955
 46.62  -0.689   -1.278    15.537
 46.63  -0.748   -1.351    15.131
 46.64  -0.808   -1.433    14.738
 46.65  -0.871   -1.526    14.357
 46.66  -0.936   -1.630    13.987
 46.67  -1.006   -1.745    13.629
 46.68  -1.080   -1.872    13.283
 46.69  -1.159   -2.012    12.949
 46.70  -1.244   -2.166    12.627
 46.71  -1.336   -2.336    12.318
 46.72  -1.436   -2.522    12.020
 46.73  -1.545   -2.726    11.736
 46.74  -1.663   -2.950    11.465
 46.75  -1.792   -3.196    11.209
 46.76  -1.932   -3.465    10.967
 46.77  -2.086   -3.759    10.741
 46.78  -2.253   -4.082    10.533
 46.79  -2.436   -4.434    10.344
 46.80  -2.636   -4.820    10.177
 46.81  -2.854   -5.242    10.032
 46.82  -3.093   -5.702     9.914
 46.83  -3.354   -6.204     9.826
 46.84  -3.639   -6.752     9.772
 46.85  -3.950   -7.348     9.757
 46.86  -4.290   -7.995     9.788
 46.87  -4.660   -8.696     9.869
 46.88  -5.064   -9.454    10.012
 46.89  -5.503  -10.270    10.223
 46.90  -5.980  -11.146    10.516
 46.91  -6.496  -12.080    10.902
 46.92  -7.055  -13.070    11.396
 46.93  -7.656  -14.110    12.014
 46.94  -8.302  -15.193    12.774
 46.95  -8.991  -16.305    13.695
 46.96  -9.722  -17.428    14.795
 46.97 -10.493  -18.538    16.095
 46.98 -11.297  -19.602    17.611
 46.99 -12.128  -20.579    19.356
 47.00 -12.973  -21.422    21.336
 47.01 -13.818  -22.072    23.546
 47.02 -14.643  -22.467    25.968
 47.03 -15.426  -22.540    28.565
 47.04 -16.137  -22.227    31.280
 47.05 -16.746  -21.476    34.033
 47.06 -17.219  -20.251    36.722
 47.07 -17.522  -18.546    39.230
 47.08 -17.625  -16.393    41.433
 47.09 -17.501  -13.862    43.217
 47.10 -17.137  -11.060    44.491
 47.11 -16.530   -8.123    45.200
 47.12 -15.689   -5.199    45.337
 47.13 -14.640   -2.427    44.944
 47.14 -13.419    0.078    44.101
 47.15 -12.069    2.238    42.914
 47.16 -10.638    4.016    41.500
 47.17  -9.173    5.412    39.966
 47.18  -7.714    6.455    38.404
 47.19  -6.297    7.193    36.882
 47.20  -4.948    7.680    35.445
 47.21  -3.686    7.972    34.120
 47.22  -2.520    8.118    32.916
 47.23  -1.456    8.161    31.834
 47.24  -0.494    8.135    30.866
 47.25   0.369    8.068    30.003
 47.26   1.138    7.980    29.232
 47.27   1.823    7.886    28.544
 47.28   2.429    7.797    27.926
 47.29   2.966    7.721    27.371
 47.30   3.441    7.662    26.870
 47.31   3.863    7.624    26.417
 47.32   4.239    7.609    26.007
 47.33   4.576    7.618    25.636
 47.34   4.881    7.650    25.301
 47.35   5.157    7.705    25.000
 47.36   5.412    7.783    24.731
 47.37   5.649    7.882    24.492
 47.38   5.873    8.001    24.285
 47.39   6.085    8.139    24.107
 47.40   6.291    8.295    23.959
 47.41   6.491    8.466    23.842
 47.42   6.689    8.651    23.756
 47.43   6.885    8.849    23.701
 47.44   7.081    9.056    23.678
 47.45   7.279    9.272    23.688
 47.46   7.478    9.493    23.731
 47.47   7.680    9.717    23.808
 47.48   7.883    9.942    23.920
 47.49   8.089   10.164    24.066
 47.50   8.297   10.381    24.246
 47.51   8.505   10.588    24.461
 47.52   8.713   10.783    24.709
 47.53   8.920   10.962    24.990
 47.54   9.125   11.121    25.301
 47.55   9.324   11.256    25.641
 47.56   9.517   11.364    26.007
 47.57   9.702   11.440    26.395
 47.58   9.876   11.481    26.801
 47.59  10.036   11.485    27.220
 47.60  10.181   11.448    27.647
 47.61  10.308   11.370    28.075
 47.62  10.414   11.248    28.498
 47.63  10.497   11.084    28.910
 47.64  10.556   10.877    29.302
 47.65  10.588   10.631    29.669
 47.66  10.592   10.348    30.004
 47.67  10.568   10.032    30.300
 47.68  10.514    9.689    30.552
 47.69  10.432    9.324    30.756
 47.70  10.321    8.943    30.908
 47.71  10.183    8.553    31.007
 47.72  10.020    8.162    31.051
 47.73   9.834    7.774    31.041
 47.74   9.628    7.397    30.978
 47.75   9.405    7.037    30.864
 47.76   9.168    6.697    30.703
 47.77   8.921    6.382    30.498
 47.78   8.667    6.096    30.254
 47.79   8.410    5.839    29.976
 47.80   8.153    5.615    29.668
 47.81   7.899    5.423    29.334
 47.82   7.652    5.263    28.980
 47.83   7.413    5.135    28.610
 47.84   7.185    5.039    28.228
 47.85   6.970    4.972    27.837
 47.86   6.771    4.934    27.441
 47.87   6.587    4.922    27.044
 47.88   6.420    4.936    26.647
 47.89   6.272    4.973    26.253
 47.90   6.142    5.033    25.865
 47.91   6.031    5.114    25.484
 47.92   5.939    5.215    25.113
 47.93   5.867    5.334    24.753
 47.94   5.814    5.471    24.406
 47.95   5.779    5.625    24.073
 47.96   5.764    5.796    23.756
 47.97   5.767    5.983    23.457
 47.98   5.789    6.185    23.176
 47.99   5.828    6.402    22.916
 48.00   5.886    6.634    22.678
 48.01   5.961    6.881    22.464
 48.02   6.053    7.142    22.275
 48.03   6.162    7.418    22.114
 48.04   6.287    7.706    21.981
 48.05   6.429    8.007    21.879
 48.06   6.587    8.321    21.811
 48.07   6.760    8.645    21.777
 48.08   6.949    8.980    21.781
 48.09   7.152    9.322    21.824
 48.10   7.369    9.670    21.909
 48.11   7.599   10.023    22.037
 48.12   7.841   10.375    22.211
 48.13   8.095   10.726    22.432
 48.14   8.358   11.069    22.702
 48.15   8.629   11.401    23.022
 48.16   8.906   11.717    23.392
 48.17   9.187   12.010    23.812
 48.18   9.470   12.275    24.280
 48.19   9.750   12.504    24.795
 48.20  10.025   12.692    25.353
 48.21  10.292   12.830    25.949
 48.22  10.546   12.913    26.578
 48.23  10.783   12.934    27.231
 48.24  10.998   12.887    27.899
 48.25  11.187   12.769    28.572
 48.26  11.345   12.578    29.239
 48.27  11.468   12.311    29.886
 48.28  11.552   11.972    30.501
 48.29  11.594   11.563    31.071
 48.30  11.591   11.092    31.583
 48.31  11.541   10.565    32.026
 48.32  11.444    9.995    32.392
 48.33  11.299    9.392    32.672
 48.34  11.108    8.771    32.862
 48.35  10.874    8.143    32.960
 48.36  10.601    7.522    32.966
 48.37  10.293    6.920    32.885
 48.38   9.956    6.348    32.720
 48.39   9.595    5.815    32.480
 48.40   9.217    5.327    32.171
 48.41   8.828    4.889    31.805
 48.42   8.434    4.504    31.388
 48.43   8.041    4.174    30.931
 48.44   7.655    3.896    30.442
 48.45   7.279    3.670    29.928
 48.46   6.918    3.493    29.397
 48.47   6.575    3.362    28.855
 48.48   6.254    3.272    28.307
 48.49   5.956    3.220    27.756
 48.50   5.682    3.202    27.208
 48.51   5.434    3.215    26.664
 48.52   5.212    3.256    26.128
 48.53   5.017    3.321    25.601
 48.54   4.847    3.408    25.085
 48.55   4.703    3.515    24.581
 48.56   4.584    3.641    24.091
 48.57   4.490    3.783    23.616
 48.58   4.419    3.943    23.156
 48.59   4.372    4.117    22.712
 48.60   4.346    4.307    22.287
 48.61   4.342    4.512    21.880
 48.62   4.359    4.733    21.492
 48.63   4.397    4.969    21.125
 48.64   4.454    5.222    20.780
 48.65   4.531    5.491    20.459
 48.66   4.627    5.778    20.162
 48.67   4.742    6.083    19.892
 48.68   4.876    6.407    19.650
 48.69   5.029    6.750    19.438
 48.70   5.201    7.113    19.259
 48.71   5.392    7.496    19.116
 48.72   5.603    7.900    19.010
 48.73   5.832    8.325    18.946
 48.74   6.082    8.770    18.926
 48.75   6.351    9.234    18.955
 48.76   6.639    9.716    19.036
 48.77   6.947   10.214    19.173
 48.78   7.273   10.725    19.371
 48.79   7.619   11.245    19.635
 48.80   7.981   11.770    19.968
 48.81   8.360   12.294    20.375
 48.82   8.753   12.808    20.859
 48.83   9.159   13.305    21.424
 48.84   9.574   13.774    22.072
 48.85   9.994   14.204    22.802
 48.86  10.415   14.582    23.613
 48.87  10.831   14.893    24.502
 48.88  11.238   15.123    25.462
 48.89  11.626   15.257    26.482
 48.90  11.989   15.280    27.550
 48.91  12.318   15.182    28.647
 48.92  12.605   14.950    29.753
 48.93  12.839   14.580    30.844
 48.94  13.013   14.069    31.894
 48.95  13.119   13.421    32.874
 48.96  13.149   12.648    33.758
 48.97  13.099   11.764    34.521
 48.98  12.965   10.792    35.141
 48.99  12.748    9.758    35.603
 49.00  12.449    8.692    35.898
 49.01  12.073    7.621    36.023
 49.02  11.628    6.577    35.982
 49.03  11.123    5.583    35.787
 49.04  10.569    4.661    35.454
 49.05   9.978    3.826    35.001
 49.06   9.363    3.089    34.450
 49.07   8.736    2.455    33.820
 49.08   8.107    1.922    33.133
 49.09   7.489    1.486    32.405
 49.10   6.889    1.142    31.652
 49.11   6.314    0.879    30.887
 49.12   5.770    0.687    30.119
 49.13   5.262    0.558    29.355
 49.14   4.792    0.481    28.602
 49.15   4.361    0.448    27.862
 49.16   3.969    0.449    27.139
 49.17   3.617    0.479    26.433
 49.18   3.304    0.531    25.745
 49.19   3.026    0.600    25.076
 49.20   2.784    0.683    24.426
 49.21   2.574    0.775    23.793
 49.22   2.394    0.876    23.179
 49.23   2.242    0.982    22.582
 49.24   2.116    1.094    22.001
 49.25   2.014    1.210    21.438
 49.26   1.933    1.330    20.891
 49.27   1.873    1.454    20.359
 49.28   1.831    1.583    19.844
 49.29   1.806    1.716    19.343
 49.30   1.797    1.856    18.859
 49.31   1.803    2.001    18.389
 49.32   1.823    2.155    17.935
 49.33   1.856    2.317    17.496
 49.34   1.902    2.488    17.072
 49.35   1.961    2.671    16.664
 49.36   2.032    2.867    16.272
 49.37   2.115    3.077    15.897
 49.38   2.212    3.302    15.538
 49.39   2.321    3.544    15.196
 49.40   2.443    3.806    14.873
 49.41   2.579    4.089    14.570
 49.42   2.730    4.394    14.287
 49.43   2.897    4.725    14.026
 49.44   3.079    5.082    13.789
 49.45   3.280    5.469    13.577
 49.46   3.499    5.887    13.395
 49.47   3.737    6.339    13.243
 49.48   3.998    6.828    13.127
 49.49   4.281    7.354    13.050
 49.50   4.588    7.920    13.017
 49.51   4.921    8.528    13.033
 49.52   5.282    9.180    13.105
 49.53   5.672    9.875    13.241
 49.54   6.092   10.613    13.448
 49.55   6.544   11.393    13.736
 49.56   7.029   12.213    14.115
 49.57   7.547   13.067    14.597
 49.58   8.099   13.948    15.194
 49.59   8.684   14.845    15.918
 49.60   9.300   15.746    16.783
 49.61   9.945   16.632    17.800
 49.62  10.614   17.480    18.979
 49.63  11.300   18.263    20.329
 49.64  11.996   18.947    21.850
 49.65  12.692   19.495    23.540
 49.66  13.372   19.866    25.387
 49.67  14.021   20.017    27.366
 49.68  14.621   19.906    29.443
 49.69  15.149   19.496    31.568
 49.70  15.584   18.760    33.680
 49.71  15.902   17.687    35.706
 49.72  16.080   16.285    37.566
 49.73  16.101   14.584    39.183
 49.74  15.949   12.638    40.486
 49.75  15.618   10.520    41.422
 49.76  15.108    8.318    41.960
 49.77  14.429    6.126    42.098
 49.78  13.599    4.031    41.859
 49.79  12.642    2.106    41.291
 49.80  11.588    0.404    40.456
 49.81  10.470   -1.043    39.424
 49.82   9.319   -2.229    38.264
 49.83   8.164   -3.163    37.036
 49.84   7.031   -3.869    35.790
 49.85   5.941   -4.378    34.564
 49.86   4.909   -4.724    33.382
 49.87   3.946   -4.941    32.260
 49.88   3.057   -5.060    31.204
 49.89   2.245   -5.107    30.218
 49.90   1.510   -5.106    29.297
 49.91   0.849   -5.075    28.439
 49.92   0.256   -5.028    27.637
 49.93  -0.272   -4.976    26.887
 49.94  -0.743   -4.930    26.184
 49.95  -1.161   -4.894    25.522
 49.96  -1.535   -4.874    24.899
 49.97  -1.868   -4.872    24.309
 49.98  -2.169   -4.893    23.752
 49.99  -2.441   -4.936    23.225
 50.00  -2.691   -5.003    22.726
 50.01  -2.922   -5.095    22.255
 50.02  -3.139   -5.212    21.810
 50.03  -3.347   -5.354    21.392
 50.04  -3.547   -5.522    21.001
 50.05  -3.745   -5.715    20.637
 50.06  -3.942   -5.933    20.300
 50.07  -4.141   -6.178    19.993
 50.08  -4.345   -6.447    19.716
 50.09  -4.555   -6.743    19.470
 50.10  -4.774   -7.064    19.258
 50.11  -5.003   -7.411    19.082
 50.12  -5.243   -7.783    18.943
 50.13  -5.497   -8.180    18.846
 50.14  -5.766   -8.601    18.793
 50.15  -6.049   -9.046    18.788
 50.16  -6.349   -9.513    18.834
 50.17  -6.665   -9.999    18.936
 50.18  -6.999  -10.504    19.098
 50.19  -7.349  -11.022    19.323
 50.20  -7.716  -11.549    19.618
 50.21  -8.100  -12.080    19.986
 50.22  -8.498  -12.609    20.432
 50.23  -8.909  -13.126    20.958
 50.24  -9.331  -13.622    21.569
 50.25  -9.760  -14.086    22.265
 50.26 -10.192  -14.505    23.046
 50.27 -10.623  -14.864    23.909
 50.28 -11.048  -15.150    24.851
 50.29 -11.458  -15.347    25.862
 50.30 -11.847  -15.438    26.931
 50.31 -12.206  -15.411    28.041
 50.32 -12.526  -15.251    29.175
 50.33 -12.799  -14.952    30.307
 50.34 -13.014  -14.507    31.413
 50.35 -13.163  -13.918    32.463
 50.36 -13.239  -13.191    33.429
 50.37 -13.234  -12.340    34.284
 50.38 -13.145  -11.385    35.003
 50.39 -12.969  -10.351    35.566
 50.40 -12.707   -9.266    35.960
 50.41 -12.363   -8.162    36.179
 50.42 -11.943   -7.069    36.223
 50.43 -11.455   -6.017    36.101
 50.44 -10.912   -5.028    35.828
 50.45 -10.323   -4.124    35.421
 50.46  -9.703   -3.317    34.902
 50.47  -9.065   -2.614    34.293
 50.48  -8.420   -2.017    33.616
 50.49  -7.779   -1.524    32.889
 50.50  -7.154   -1.128    32.131
 50.51  -6.551   -0.822    31.355
 50.52  -5.978   -0.594    30.572
 50.53  -5.440   -0.434    29.793
 50.54  -4.939   -0.332    29.022
 50.55  -4.479   -0.278    28.264
 50.56  -4.058   -0.264    27.523
 50.57  -3.679   -0.280    26.800
 50.58  -3.339   -0.322    26.095
 50.59  -3.037   -0.382    25.410
 50.60  -2.772   -0.457    24.744
 50.61  -2.540   -0.543    24.097
 50.62  -2.341   -0.636    23.468
 50.63  -2.170   -0.736    22.857
 50.64  -2.027   -0.840    22.264
 50.65  -1.908   -0.948    21.687
 50.66  -1.812   -1.059    21.127
 50.67  -1.737   -1.173    20.583
 50.68  -1.680   -1.290    20.054
 50.69  -1.641   -1.411    19.541
 50.70  -1.618   -1.536    19.043
 50.71  -1.610   -1.665    18.560
 50.72  -1.616   -1.801    18.092
 50.73  -1.634   -1.943    17.639
 50.74  -1.665   -2.092    17.200
 50.75  -1.708   -2.251    16.776
 50.76  -1.762   -2.421    16.367
 50.77  -1.828   -2.601    15.974
 50.78  -1.905   -2.795    15.595
 50.79  -1.994   -3.004    15.232
 50.80  -2.095   -3.228    14.886
 50.81  -2.208   -3.471    14.557
 50.82  -2.335   -3.733    14.245
 50.83  -2.474   -4.017    13.953
 50.84  -2.629   -4.324    13.680
 50.85  -2.798   -4.657    13.429
 50.86  -2.984   -5.018    13.201
 50.87  -3.188   -5.410    12.999
 50.88  -3.410   -5.834    12.825
 50.89  -3.652   -6.293    12.681
 50.90  -3.916   -6.789    12.573
 50.91  -4.204   -7.326    12.504
 50.92  -4.516   -7.904    12.478
 50.93  -4.855   -8.526    12.502
 50.94  -5.222   -9.193    12.583
 50.95  -5.619   -9.906    12.727
 50.96  -6.048  -10.665    12.945
 50.97  -6.509  -11.469    13.244
 50.98  -7.005  -12.315    13.638
 50.99  -7.536  -13.198    14.137
 51.00  -8.102  -14.110    14.754
 51.01  -8.703  -15.043    15.504
 51.02  -9.337  -15.980    16.400
 51.03 -10.001  -16.903    17.455
 51.04 -10.692  -17.789    18.680
 51.05 -11.401  -18.607    20.083
 51.06 -12.122  -19.324    21.669
 51.07 -12.842  -19.898    23.434
 51.08 -13.548  -20.285    25.364
 51.09 -14.221  -20.440    27.436
 51.10 -14.843  -20.315    29.611
 51.11 -15.390  -19.873    31.837
 51.12 -15.839  -19.084    34.047
 51.13 -16.163  -17.935    36.161
 51.14 -16.340  -16.437    38.096
 51.15 -16.350  -14.623    39.766
 51.16 -16.177  -12.553    41.096
 51.17 -15.815  -10.309    42.031
 51.18 -15.264   -7.987    42.540
 51.19 -14.536   -5.687    42.625
 51.20 -13.652   -3.504    42.315
 51.21 -12.637   -1.515    41.665
 51.22 -11.525    0.227    40.746
 51.23 -10.349    1.693    39.633
 51.24  -9.145    2.881    38.401
 51.25  -7.943    3.803    37.113
 51.26  -6.768    4.489    35.822
 51.27  -5.642    4.973    34.563
 51.28  -4.581    5.294    33.360
 51.29  -3.593    5.486    32.228
 51.30  -2.685    5.583    31.172
 51.31  -1.859    5.613    30.190
 51.32  -1.111    5.597    29.281
 51.33  -0.441    5.556    28.438
 51.34   0.159    5.502    27.655
 51.35   0.693    5.447    26.926
 51.36   1.169    5.400    26.246
 51.37   1.592    5.367    25.609
 51.38   1.969    5.351    25.012
 51.39   2.308    5.357    24.450
 51.40   2.613    5.385    23.922
 51.41   2.890    5.438    23.425
 51.42   3.145    5.516    22.957
 51.43   3.382    5.619    22.518
 51.44   3.605    5.748    22.108
 51.45   3.820    5.903    21.726
 51.46   4.028    6.084    21.372
 51.47   4.234    6.290    21.047
 51.48   4.439    6.521    20.752
 51.49   4.647    6.778    20.488
 51.50   4.860    7.059    20.257
 51.51   5.080    7.365    20.060
 51.52   5.309    7.695    19.899
 51.53   5.547    8.048    19.777
 51.54   5.797    8.424    19.696
 51.55   6.060    8.821    19.659
 51.56   6.336    9.238    19.669
 51.57   6.626    9.673    19.730
 51.58   6.931   10.125    19.845
 51.59   7.250   10.589    20.017
 51.60   7.584   11.062    20.251
 51.61   7.932   11.539    20.550
 51.62   8.293   12.014    20.918
 51.63   8.665   12.481    21.356
 51.64   9.046   12.932    21.868
 51.65   9.435   13.358    22.455
 51.66   9.827   13.747    23.116
 51.67  10.219   14.090    23.851
 51.68  10.606   14.373    24.655
 51.69  10.983   14.584    25.522
 51.70  11.343   14.710    26.443
 51.71  11.680   14.740    27.406
 51.72  11.986   14.662    28.397
 51.73  12.253   14.468    29.397
 51.74  12.475   14.152    30.386
 51.75  12.643   13.713    31.341
 51.76  12.750   13.153    32.239
 51.77  12.790   12.481    33.056
 51.78  12.759   11.710    33.771
 51.79  12.654   10.856    34.364
 51.80  12.474    9.942    34.822
 51.81  12.221    8.992    35.133
 51.82  11.898    8.030    35.295
 51.83  11.511    7.082    35.310
 51.84  11.068    6.170    35.183
 51.85  10.579    5.313    34.928
 51.86  10.052    4.527    34.559
 51.87   9.499    3.822    34.092
 51.88   8.932    3.205    33.546
 51.89   8.359    2.678    32.938
 51.90   7.791    2.238    32.283
 51.91   7.236    1.882    31.597
 51.92   6.700    1.603    30.890
 51.93   6.191    1.394    30.174
 51.94   5.711    1.245    29.456
 51.95   5.264    1.149    28.741
 51.96   4.853    1.099    28.035
 51.97   4.477    1.086    27.341
 51.98   4.138    1.105    26.661
 51.99   3.835    1.149    25.995
 52.00   3.566    1.215    25.346
 52.01   3.331    1.297    24.714
 52.02   3.128    1.394    24.098
 52.03   2.954    1.502    23.499
 52.04   2.809    1.620    22.917
 52.05   2.690    1.746    22.351
 52.06   2.596    1.881    21.802
 52.07   2.524    2.023    21.269
 52.08   2.474    2.173    20.753
 52.09   2.444    2.330    20.254
 52.10   2.433    2.496    19.770
 52.11   2.439    2.671    19.304
 52.12   2.462    2.857    18.854
 52.13   2.502    3.053    18.422
 52.14   2.557    3.262    18.007
 52.15   2.627    3.485    17.610
 52.16   2.713    3.724    17.232
 52.17   2.814    3.978    16.874
 52.18   2.931    4.252    16.536
 52.19   3.063    4.545    16.219
 52.20   3.211    4.861    15.926
 52.21   3.376    5.200    15.657
 52.22   3.558    5.564    15.415
 52.23   3.759    5.957    15.202
 52.24   3.979    6.378    15.021
 52.25   4.219    6.831    14.874
 52.26   4.480    7.316    14.766
 52.27   4.763    7.836    14.700
 52.28   5.071    8.391    14.681
 52.29   5.403    8.982    14.715
 52.30   5.761    9.610    14.808
 52.31   6.146   10.274    14.966
 52.32   6.559   10.972    15.199
 52.33   7.000   11.702    15.513
 52.34   7.470   12.459    15.919
 52.35   7.969   13.237    16.425
 52.36   8.496   14.027    17.042
 52.37   9.049   14.818    17.779
 52.38   9.626   15.595    18.646
 52.39  10.223   16.339    19.650
 52.40  10.834   17.030    20.796
 52.41  11.454   17.640    22.087
 52.42  12.073   18.141    23.518
 52.43  12.679   18.500    25.081
 52.44  13.261   18.685    26.758
 52.45  13.804   18.663    28.522
 52.46  14.290   18.405    30.338
