# time   X(t)     Y(t)      Z(t) 
 22.38  14.630   17.463    32.446
 22.39  14.913   16.638    34.135
 22.40  15.085   15.557    35.706
 22.41  15.132   14.239    37.101
 22.42  15.043   12.719    38.266
 22.43  14.811   11.048    39.159
 22.44  14.434    9.284    39.751
 22.45  13.919    7.495    40.031
 22.46  13.277    5.746    40.007
 22.47  12.524    4.094    39.703
 22.48  11.681    2.588    39.157
 22.49  10.772    1.258    38.415
 22.50   9.820    0.124    37.526
 22.51   8.851   -0.813    36.538
 22.52   7.884   -1.560    35.491
 22.53   6.940   -2.135    34.422
 22.54   6.032   -2.560    33.356
 22.55   5.173   -2.857    32.312
 22.56   4.370   -3.052    31.302
 22.57   3.628   -3.165    30.334
 22.58   2.949   -3.218    29.411
 22.59   2.332   -3.228    28.531
 22.60   1.776   -3.208    27.695
 22.61   1.278   -3.170    26.900
 22.62   0.833   -3.125    26.142
 22.63   0.437   -3.078    25.419
 22.64   0.086   -3.036    24.728
 22.65  -0.227   -3.003    24.066
 22.66  -0.504   -2.982    23.431
 22.67  -0.752   -2.975    22.821
 22.68  -0.974   -2.984    22.235
 22.69  -1.175   -3.010    21.671
 22.70  -1.359   -3.055    21.128
 22.71  -1.528   -3.117    20.606
 22.72  -1.687   -3.199    20.104
 22.73  -1.838   -3.300    19.622
 22.74  -1.985   -3.421    19.160
 22.75  -2.128   -3.563    18.717
 22.76  -2.272   -3.725    18.293
 22.77  -2.417   -3.908    17.890
 22.78  -2.566   -4.113    17.508
 22.79  -2.721   -4.341    17.146
 22.80  -2.883   -4.593    16.807
 22.81  -3.054   -4.870    16.491
 22.82  -3.236   -5.173    16.200
 22.83  -3.429   -5.503    15.936
 22.84  -3.637   -5.861    15.699
 22.85  -3.859   -6.250    15.494
 22.86  -4.098   -6.670    15.322
 22.87  -4.355   -7.123    15.187
 22.88  -4.632   -7.610    15.092
 22.89  -4.930   -8.132    15.042
 22.90  -5.250   -8.689    15.042
 22.91  -5.594   -9.283    15.097
 22.92  -5.963   -9.912    15.214
 22.93  -6.358  -10.575    15.399
 22.94  -6.780  -11.270    15.661
 22.95  -7.229  -11.994    16.007
 22.96  -7.705  -12.741    16.447
 22.97  -8.209  -13.504    16.990
 22.98  -8.738  -14.273    17.646
 22.99  -9.292  -15.035    18.422
 23.00  -9.866  -15.774    19.328
 23.01 -10.457  -16.472    20.369
 23.02 -11.058  -17.105    21.548
 23.03 -11.663  -17.648    22.865
 23.04 -12.262  -18.070    24.314
 23.05 -12.842  -18.341    25.881
 23.06 -13.392  -18.430    27.547
 23.07 -13.896  -18.307    29.280
 23.08 -14.337  -17.946    31.043
 23.09 -14.698  -17.330    32.788
 23.10 -14.961  -16.453    34.461
 23.11 -15.110  -15.322    36.004
 23.12 -15.131  -13.959    37.359
 23.13 -15.014  -12.403    38.475
 23.14 -14.753  -10.707    39.311
 23.15 -14.348   -8.931    39.842
 23.16 -13.807   -7.142    40.061
 23.17 -13.140   -5.406    39.979
 23.18 -12.367   -3.778    39.623
 23.19 -11.508   -2.302    39.034
 23.20 -10.587   -1.010    38.258
 23.21  -9.630    0.087    37.344
 23.22  -8.658    0.986    36.340
 23.23  -7.694    1.698    35.286
 23.24  -6.754    2.241    34.214
 23.25  -5.855    2.639    33.150
 23.26  -5.006    2.914    32.112
 23.27  -4.214    3.090    31.110
 23.28  -3.483    3.191    30.150
 23.29  -2.816    3.234    29.235
 23.30  -2.211    3.236    28.364
 23.31  -1.666    3.212    27.536
 23.32  -1.178    3.172    26.748
 23.33  -0.743    3.125    25.998
 23.34  -0.356    3.079    25.281
 23.35  -0.013    3.039    24.596
 23.36   0.292    3.008    23.940
 23.37   0.564    2.990    23.310
 23.38   0.806    2.986    22.706
 23.39   1.024    2.999    22.124
 23.40   1.222    3.029    21.565
 23.41   1.403    3.078    21.027
 23.42   1.570    3.145    20.509
 23.43   1.728    3.231    20.012
 23.44   1.878    3.337    19.534
 23.45   2.024    3.462    19.076
 23.46   2.168    3.608    18.637
 23.47   2.312    3.775    18.218
 23.48   2.458    3.963    17.820
 23.49   2.609    4.174    17.442
 23.50   2.765    4.408    17.086
 23.51   2.929    4.665    16.752
 23.52   3.103    4.948    16.442
 23.53   3.288    5.257    16.157
 23.54   3.484    5.594    15.899
 23.55   3.695    5.960    15.670
 23.56   3.922    6.356    15.472
 23.57   4.165    6.784    15.309
 23.58   4.427    7.245    15.183
 23.59   4.709    7.739    15.099
 23.60   5.012    8.270    15.061
 23.61   5.338    8.835    15.074
 23.62   5.687    9.437    15.143
 23.63   6.062   10.074    15.276
 23.64   6.464   10.744    15.480
 23.65   6.892   11.446    15.761
 23.66   7.347   12.175    16.130
 23.67   7.830   12.926    16.594
 23.68   8.339   13.689    17.164
 23.69   8.874   14.456    17.848
 23.70   9.433   15.213    18.655
 23.71  10.011   15.942    19.592
 23.72  10.604   16.624    20.666
 23.73  11.206   17.236    21.877
 23.74  11.809   17.749    23.225
 23.75  12.403   18.136    24.702
 23.76  12.976   18.363    26.293
 23.77  13.515   18.401    27.974
 23.78  14.004   18.221    29.715
 23.79  14.425   17.798    31.474
 23.80  14.763   17.119    33.203
 23.81  14.998   16.180    34.844
 23.82  15.116   14.992    36.342
 23.83  15.104   13.581    37.639
 23.84  14.952   11.989    38.687
 23.85  14.655   10.271    39.447
 23.86  14.217    8.491    39.901
 23.87  13.644    6.714    40.044
 23.88  12.951    5.004    39.892
 23.89  12.157    3.413    39.476
 23.90  11.282    1.984    38.839
 23.91  10.352    0.741    38.027
 23.92   9.391   -0.304    37.090
 23.93   8.422   -1.155    36.072
 23.94   7.464   -1.823    35.013
 23.95   6.535   -2.328    33.943
 23.96   5.649   -2.693    32.886
 23.97   4.815   -2.942    31.857
 23.98   4.039   -3.099    30.865
 23.99   3.325   -3.183    29.917
 24.00   2.675   -3.215    29.014
 24.01   2.086   -3.210    28.154
 24.02   1.556   -3.181    27.336
 24.03   1.082   -3.139    26.558
 24.04   0.660   -3.092    25.816
 24.05   0.285   -3.047    25.107
 24.06  -0.048   -3.008    24.429
 24.07  -0.344   -2.980    23.779
 24.08  -0.608   -2.964    23.155
 24.09  -0.843   -2.964    22.555
 24.10  -1.056   -2.981    21.979
 24.11  -1.248   -3.014    21.424
 24.12  -1.425   -3.066    20.890
 24.13  -1.589   -3.137    20.377
 24.14  -1.744   -3.227    19.884
 24.15  -1.892   -3.336    19.410
 24.16  -2.036   -3.465    18.955
 24.17  -2.179   -3.615    18.520
 24.18  -2.323   -3.785    18.105
 24.19  -2.469   -3.977    17.710
 24.20  -2.620   -4.191    17.336
 24.21  -2.777   -4.429    16.984
 24.22  -2.942   -4.690    16.654
 24.23  -3.117   -4.977    16.348
 24.24  -3.303   -5.291    16.067
 24.25  -3.502   -5.632    15.813
 24.26  -3.715   -6.002    15.589
 24.27  -3.943   -6.403    15.396
 24.28  -4.189   -6.836    15.238
 24.29  -4.454   -7.303    15.118
 24.30  -4.739   -7.803    15.040
 24.31  -5.045   -8.340    15.009
 24.32  -5.375   -8.912    15.029
 24.33  -5.729   -9.520    15.108
 24.34  -6.108  -10.163    15.250
 24.35  -6.513  -10.840    15.464
 24.36  -6.946  -11.548    15.758
 24.37  -7.406  -12.283    16.140
 24.38  -7.894  -13.039    16.619
 24.39  -8.408  -13.807    17.205
 24.40  -8.948  -14.576    17.907
 24.41  -9.511  -15.334    18.734
 24.42 -10.093  -16.062    19.693
 24.43 -10.690  -16.739    20.789
 24.44 -11.295  -17.343    22.024
 24.45 -11.900  -17.845    23.395
 24.46 -12.494  -18.214    24.895
 24.47 -13.066  -18.420    26.507
 24.48 -13.602  -18.431    28.207
 24.49 -14.085  -18.218    29.961
 24.50 -14.498  -17.760    31.728
 24.51 -14.824  -17.042    33.457
 24.52 -15.046  -16.062    35.091
 24.53 -15.147  -14.835    36.572
 24.54 -15.116  -13.388    37.844
 24.55 -14.943  -11.766    38.859
 24.56 -14.626  -10.026    39.581
 24.57 -14.166   -8.232    39.991
 24.58 -13.572   -6.451    40.091
 24.59 -12.860   -4.745    39.898
 24.60 -12.049   -3.168    39.444
 24.61 -11.161   -1.757    38.774
 24.62 -10.220   -0.537    37.936
 24.63  -9.252    0.484    36.979
 24.64  -8.278    1.309    35.948
 24.65  -7.320    1.954    34.881
 24.66  -6.392    2.439    33.808
 24.67  -5.509    2.785    32.751
 24.68  -4.680    3.019    31.724
 24.69  -3.910    3.163    30.737
 24.70  -3.202    3.239    29.793
 24.71  -2.558    3.264    28.895
 24.72  -1.976    3.254    28.041
 24.73  -1.453    3.222    27.229
 24.74  -0.986    3.179    26.456
 24.75  -0.569    3.132    25.719
 24.76  -0.199    3.088    25.015
 24.77   0.130    3.051    24.342
 24.78   0.422    3.025    23.697
 24.79   0.682    3.013    23.078
 24.80   0.915    3.016    22.483
 24.81   1.125    3.037    21.911
 24.82   1.316    3.075    21.361
 24.83   1.492    3.131    20.832
 24.84   1.656    3.207    20.323
 24.85   1.811    3.302    19.834
 24.86   1.960    3.417    19.365
 24.87   2.106    3.552    18.916
 24.88   2.251    3.708    18.486
 24.89   2.396    3.885    18.077
 24.90   2.545    4.084    17.688
 24.91   2.699    4.305    17.320
 24.92   2.860    4.551    16.974
 24.93   3.029    4.820    16.652
 24.94   3.208    5.116    16.354
 24.95   3.399    5.438    16.082
 24.96   3.603    5.789    15.838
 24.97   3.821    6.169    15.624
 24.98   4.056    6.581    15.443
 24.99   4.309    7.024    15.298
 25.00   4.580    7.501    15.193
 25.01   4.872    8.013    15.131
 25.02   5.186    8.560    15.118
 25.03   5.524    9.142    15.159
 25.04   5.886    9.760    15.260
 25.05   6.273   10.412    15.427
 25.06   6.687   11.097    15.669
 25.07   7.128   11.810    15.993
 25.08   7.596   12.548    16.408
 25.09   8.091   13.303    16.924
 25.10   8.613   14.066    17.549
 25.11   9.158   14.826    18.293
 25.12   9.725   15.566    19.163
 25.13  10.309   16.270    20.165
 25.14  10.905   16.915    21.305
 25.15  11.506   17.476    22.581
 25.16  12.103   17.925    23.990
 25.17  12.685   18.231    25.520
 25.18  13.240   18.363    27.152
 25.19  13.752   18.292    28.859
 25.20  14.206   17.991    30.605
 25.21  14.585   17.441    32.345
 25.22  14.870   16.633    34.026
 25.23  15.046   15.570    35.592
 25.24  15.099   14.272    36.985
 25.25  15.016   12.773    38.154
 25.26  14.792   11.120    39.055
 25.27  14.425    9.374    39.658
 25.28  13.920    7.599    39.953
 25.29  13.288    5.859    39.945
 25.30  12.545    4.213    39.658
 25.31  11.712    2.708    39.129
 25.32  10.811    1.378    38.403
 25.33   9.868    0.239    37.528
 25.34   8.905   -0.703    36.551
 25.35   7.944   -1.458    35.514
 25.36   7.004   -2.040    34.451
 25.37   6.100   -2.471    33.389
 25.38   5.243   -2.775    32.348
 25.39   4.441   -2.976    31.340
 25.40   3.699   -3.094    30.372
 25.41   3.020   -3.151    29.448
 25.42   2.403   -3.163    28.567
 25.43   1.846   -3.145    27.729
 25.44   1.347   -3.109    26.932
 25.45   0.901   -3.063    26.172
 25.46   0.505   -3.016    25.446
 25.47   0.153   -2.973    24.753
 25.48  -0.160   -2.938    24.088
 25.49  -0.438   -2.915    23.450
 25.50  -0.685   -2.906    22.838
 25.51  -0.907   -2.912    22.249
 25.52  -1.108   -2.935    21.682
 25.53  -1.291   -2.976    21.136
 25.54  -1.459   -3.035    20.611
 25.55  -1.617   -3.112    20.106
 25.56  -1.766   -3.209    19.620
 25.57  -1.911   -3.325    19.153
 25.58  -2.052   -3.461    18.706
 25.59  -2.193   -3.617    18.278
 25.60  -2.335   -3.794    17.870
 25.61  -2.481   -3.992    17.482
 25.62  -2.632   -4.213    17.115
 25.63  -2.790   -4.458    16.769
 25.64  -2.957   -4.726    16.447
 25.65  -3.134   -5.021    16.148
 25.66  -3.323   -5.342    15.875
 25.67  -3.525   -5.692    15.629
 25.68  -3.741   -6.071    15.413
 25.69  -3.974   -6.481    15.229
 25.70  -4.225   -6.924    15.080
 25.71  -4.495   -7.400    14.971
 25.72  -4.785   -7.912    14.904
 25.73  -5.098   -8.459    14.885
 25.74  -5.434   -9.043    14.919
 25.75  -5.795   -9.664    15.013
 25.76  -6.182  -10.320    15.173
 25.77  -6.596  -11.010    15.406
 25.78  -7.037  -11.730    15.721
 25.79  -7.506  -12.477    16.128
 25.80  -8.003  -13.243    16.634
 25.81  -8.527  -14.021    17.250
 25.82  -9.077  -14.797    17.986
 25.83  -9.649  -15.558    18.850
 25.84 -10.240  -16.285    19.848
 25.85 -10.844  -16.957    20.986
 25.86 -11.456  -17.548    22.266
 25.87 -12.065  -18.030    23.682
 25.88 -12.661  -18.370    25.226
 25.89 -13.232  -18.538    26.879
 25.90 -13.763  -18.501    28.615
 25.91 -14.237  -18.231    30.398
 25.92 -14.636  -17.707    32.183
 25.93 -14.943  -16.918    33.917
 25.94 -15.141  -15.865    35.540
 25.95 -15.213  -14.564    36.995
 25.96 -15.148  -13.050    38.224
 25.97 -14.938  -11.371    39.181
 25.98 -14.582   -9.587    39.835
 25.99 -14.082   -7.766    40.171
 26.00 -13.451   -5.974    40.193
 26.01 -12.703   -4.274    39.925
 26.02 -11.860   -2.717    39.403
 26.03 -10.946   -1.337    38.675
 26.04  -9.985   -0.155    37.790
 26.05  -9.002    0.824    36.797
 26.06  -8.019    1.607    35.742
 26.07  -7.057    2.212    34.660
 26.08  -6.130    2.660    33.580
 26.09  -5.251    2.976    32.521
 26.10  -4.428    3.183    31.498
 26.11  -3.667    3.306    30.517
 26.12  -2.970    3.365    29.582
 26.13  -2.336    3.379    28.693
 26.14  -1.765    3.361    27.849
 26.15  -1.252    3.325    27.047
 26.16  -0.794    3.280    26.284
 26.17  -0.387    3.233    25.557
 26.18  -0.025    3.191    24.863
 26.19   0.297    3.159    24.199
 26.20   0.583    3.138    23.563
 26.21   0.838    3.133    22.953
 26.22   1.068    3.144    22.367
 26.23   1.276    3.173    21.805
 26.24   1.465    3.220    21.264
 26.25   1.641    3.286    20.744
 26.26   1.805    3.373    20.244
 26.27   1.962    3.479    19.765
 26.28   2.114    3.606    19.307
 26.29   2.263    3.753    18.868
 26.30   2.412    3.923    18.450
 26.31   2.563    4.114    18.052
 26.32   2.718    4.327    17.676
 26.33   2.879    4.565    17.323
 26.34   3.048    4.827    16.992
 26.35   3.225    5.114    16.686
 26.36   3.414    5.428    16.406
 26.37   3.616    5.769    16.154
 26.38   3.831    6.140    15.932
 26.39   4.062    6.541    15.742
 26.40   4.310    6.973    15.588
 26.41   4.576    7.438    15.473
 26.42   4.862    7.937    15.401
 26.43   5.170    8.470    15.376
 26.44   5.500    9.038    15.404
 26.45   5.854    9.641    15.490
 26.46   6.232   10.277    15.641
 26.47   6.637   10.944    15.865
 26.48   7.068   11.640    16.168
 26.49   7.525   12.360    16.560
 26.50   8.008   13.097    17.048
 26.51   8.517   13.843    17.642
 26.52   9.050   14.587    18.351
 26.53   9.604   15.314    19.182
 26.54  10.175   16.008    20.141
 26.55  10.758   16.648    21.233
 26.56  11.347   17.209    22.457
 26.57  11.933   17.666    23.811
 26.58  12.506   17.989    25.284
 26.59  13.055   18.149    26.860
 26.60  13.564   18.116    28.513
 26.61  14.019   17.866    30.210
 26.62  14.404   17.377    31.909
 26.63  14.701   16.640    33.561
 26.64  14.895   15.656    35.113
 26.65  14.971   14.440    36.508
 26.66  14.918   13.022    37.697
 26.67  14.729   11.445    38.634
 26.68  14.400    9.765    39.290
 26.69  13.937    8.041    39.648
 26.70  13.347    6.338    39.711
 26.71  12.646    4.711    39.498
 26.72  11.853    3.210    39.041
 26.73  10.988    1.869    38.380
 26.74  10.077    0.710    37.562
 26.75   9.140   -0.261    36.632
 26.76   8.200   -1.047    35.631
 26.77   7.275   -1.662    34.595
 26.78   6.381   -2.126    33.552
 26.79   5.531   -2.459    32.521
 26.80   4.732   -2.684    31.518
 26.81   3.990   -2.824    30.551
 26.82   3.309   -2.897    29.623
 26.83   2.688   -2.922    28.737
 26.84   2.127   -2.913    27.893
 26.85   1.623   -2.881    27.087
 26.86   1.173   -2.838    26.318
 26.87   0.772   -2.789    25.583
 26.88   0.416   -2.743    24.879
 26.89   0.100   -2.703    24.204
 26.90  -0.181   -2.672    23.556
 26.91  -0.430   -2.653    22.933
 26.92  -0.652   -2.648    22.333
 26.93  -0.852   -2.659    21.754
 26.94  -1.032   -2.685    21.197
 26.95  -1.198   -2.729    20.659
 26.96  -1.351   -2.789    20.141
 26.97  -1.495   -2.868    19.642
 26.98  -1.632   -2.964    19.161
 26.99  -1.765   -3.078    18.698
 27.00  -1.896   -3.212    18.254
 27.01  -2.028   -3.365    17.828
 27.02  -2.162   -3.537    17.421
 27.03  -2.299   -3.731    17.033
 27.04  -2.442   -3.945    16.664
 27.05  -2.593   -4.183    16.316
 27.06  -2.752   -4.444    15.990
 27.07  -2.921   -4.730    15.685
